shipment_id,order_id,ship_date,delivery_date,carrier,shipping_cost,delivery_status
SHP000335,ORD000335,25/06/2024,2024/07/02,Delhivery,701.13,Returned to Origin
SHP000336,ORD000336,19/02/2023,01-03-2023,Delhivery,155.93,Returned to Origin
SHP000337,ORD000337,16-07-2024,19/07/2024,Delhivery,842.53,Lost
SHP000338,ORD000338,03/04/2023,2023-04-04,Delhivery,126.43,DELAYED
SHP000339,ORD000339,26 Aug 2024,2024/09/02,DTDC,710.36,In Transit
SHP000340,ORD000340,2022-10-29,11/03/2022,INDIAPOST,577.78,Delivered
SHP000341,ORD000341,08/10/2022,2022-10-18,BLUEDART,378.42,RETURNED TO ORIGIN
SHP000342,ORD000342,06-06-2023,11 Jun 2023,DTDC,595.39,Lost
SHP000343,ORD000343,06/03/2024,03/09/2024,IndiaPost,641.41,Returned to Origin
SHP000344,ORD000344,19 Mar 2023,21/03/2023,ekart,626.14,In Transit
SHP000345,ORD000345,16/04/2024,24-04-2024,IndiaPost,54.42,Delivered
SHP000346,ORD000346,2024/02/07,2024/02/13,Delhivery,34.08,lost
SHP000347,ORD000347,2024/05/21,29/05/2024,INDIAPOST,610.3,lost
SHP000348,ORD000348,25/06/2024,06/27/2024,XPRESSBEES,444.95,In Transit
SHP000349,ORD000349,2022/04/04,0000-00-00,BlueDart,649.24,Returned to Origin
SHP000350,ORD000350,02/16/2022,2022/02/21,XPRESSBEES,522.86,Returned to Origin
SHP000351,ORD000351,11-06-2022,15-06-2022,EKART,833.48,Lost
SHP000352,ORD000352,25/02/2023,27/02/2023,Delhivery,69.88,Delivered
SHP000353,ORD000353,27 Mar 2024,28/03/2024,Delhivery,633.3,delivered
SHP000354,ORD000354,25-07-2024,2024-07-29,ekart,74.26,Lost
SHP000355,ORD000355,10-04-2024,25/04/2024,IndiaPost,383.61,Lost
SHP000356,ORD000356,06/16/2024,23-06-2024,FEDEX,286.87,Returned to Origin
SHP000357,ORD000357,06/08/2024,06/15/2024,XpressBees,769.1,Returned to Origin
SHP000358,ORD000358,03/17/2023,03/20/2023,BlueDart,635.17,Delayed
SHP000359,ORD000359,30 Dec 2023,01/03/2024,DTDC,218.43,Delivered
SHP000360,ORD000360,11 Nov 2022,16/11/2022,IndiaPost,456.83,Lost
SHP000361,ORD000361,03-11-2022,10-11-2022,xpressbees,487.54,in transit
SHP000362,ORD000362,2024-10-21,2024-10-22,FedEx,40.29,Returned to Origin
SHP000363,ORD000363,07 Feb 2022,15/02/2022,DTDC,839.18,In Transit
SHP000364,ORD000364,28-01-2022,2022/01/30,IndiaPost,799.99,DELAYED
SHP000365,ORD000365,2022/07/28,2022/07/31,IndiaPost,252.22,LOST
SHP000366,ORD000366,2024/05/11,12-05-2024,Ekart,303.58,Lost
SHP000367,ORD000367,09-06-2022,2022/06/12,IndiaPost,267.78,RETURNED TO ORIGIN
SHP000368,ORD000368,11/22/2022,2022/11/25,Delhivery,260.38,Returned to Origin
SHP000369,ORD000369,01/15/2022,23/01/2022,XpressBees,108.67,IN TRANSIT
SHP000370,ORD000370,2023/12/24,28 Dec 2023,FedEx,861.59,Lost
SHP000371,ORD000371,0000-00-00,21 Aug 2024,xpressbees,393.09,In Transit
SHP000372,ORD000372,10/07/2024,15/07/2024,DTDC,283.39,LOST
SHP000373,ORD000373,09-10-2022,15 Oct 2022,xpressbees,572.86,In Transit
SHP000374,ORD000374,14-04-2024,2024-04-17,BlueDart,138.85,delayed
SHP000375,ORD000375,2023/09/25,2023/09/30,INDIAPOST,43.59,returned to origin
SHP000376,ORD000376,2022/06/15,21 Jun 2022,XpressBees,732.21,Lost
SHP000377,ORD000377,10-12-2024,25/12/2024,xpressbees,273.24,RETURNED TO ORIGIN
SHP000378,ORD000378,15/01/2022,20 Jan 2022,XpressBees,375.69,LOST
SHP000379,ORD000379,2024-05-28,12 Jun 2024,IndiaPost,172.03,Returned to Origin
SHP000380,ORD000380,03/23/2023,03/27/2023,BlueDart,412.86,delayed
SHP000381,ORD000381,25/08/2023,2023-09-04,BlueDart,52.01,In Transit
SHP000382,ORD000382,2024-03-07,03/15/2024,dtdc,569.48,Returned to Origin
SHP000383,ORD000383,2023-11-20,2023/12/05,XpressBees,817.59,Returned to Origin
SHP000384,ORD000384,10/02/2022,18 Feb 2022,XpressBees,710.69,IN TRANSIT
SHP000385,ORD000385,16-02-2022,23-02-2022,IndiaPost,31.49,Lost
SHP000386,ORD000386,27 Sep 2022,04-10-2022,Delhivery,552.04,DELIVERED
SHP000387,ORD000387,01/28/2024,31-01-2024,XpressBees,471.76,Delayed
SHP000388,ORD000388,2023/05/24,27 May 2023,DTDC,339.54,IN TRANSIT
SHP000389,ORD000389,07/22/2023,27-07-2023,DTDC,470.81,Returned to Origin
SHP000390,ORD000390,03 Jun 2022,06/11/2022,BLUEDART,222.44,Lost
SHP000391,ORD000391,12/11/2023,11/13/2023,Ekart,690.84,Lost
SHP000392,ORD000392,07/24/2023,2023/07/28,XpressBees,553.5,In Transit
SHP000393,ORD000393,03/31/2022,07/04/2022,BLUEDART,111.35,Delayed
SHP000394,ORD000394,02 Aug 2022,05-08-2022,IndiaPost,242.67,Delivered
SHP000395,ORD000395,2022-06-09,2022-06-17,XpressBees,716.33,delayed
SHP000396,ORD000396,12/19/2022,2022/12/22,FEDEX,,Lost
SHP000397,ORD000397,31 Aug 2024,07/09/2024,DTDC,90.2,In Transit
SHP000398,ORD000398,05/06/2023,2023/06/09,EKART,216.9,delayed
SHP000399,ORD000399,23/04/2023,28-04-2023,FedEx,782.34,Delayed
SHP000400,ORD000400,23/03/2023,29-03-2023,DTDC,389.55,Returned to Origin
SHP000401,ORD000401,2023-11-20,2023-11-27,DTDC,338.59,Returned to Origin
SHP000402,ORD000402,21 May 2024,28/05/2024,BLUEDART,322.43,in transit
SHP000403,ORD000403,2022/05/01,08/05/2022,FedEx,,delayed
SHP000404,ORD000404,16 Sep 2023,2023-09-19,XpressBees,258.12,Delivered
SHP000405,ORD000405,11/05/2022,11/07/2022,delhivery,403.54,Returned to Origin
SHP000406,ORD000406,02/07/2024,12/07/2024,delhivery,149.91,Delivered
SHP000407,ORD000407,12/03/2024,14/03/2024,IndiaPost,288.41,Returned to Origin
SHP000408,ORD000408,2022/02/22,04-03-2022,Delhivery,129.43,DELAYED
SHP000409,ORD000409,2024-10-27,04 Nov 2024,ekart,118.23,In Transit
SHP000410,ORD000410,26/10/2022,11/05/2022,DTDC,335.26,IN TRANSIT
SHP000411,ORD000411,08 Oct 2024,16 Oct 2024,Delhivery,404.47,Lost
SHP000412,ORD000412,2023-05-15,18-05-2023,BLUEDART,884.68,Lost
SHP000413,ORD000413,2022/03/22,03/25/2022,delhivery,469.92,Delayed
SHP000414,ORD000414,29-10-2022,2022-10-31,XPRESSBEES,779.28,delivered
SHP000415,ORD000415,04/22/2024,30 Apr 2024,delhivery,361.32,Delivered
SHP000416,ORD000416,2024/06/10,18-06-2024,fedex,892.95,Returned to Origin
SHP000417,ORD000417,2023-02-24,26-02-2023,XpressBees,813.76,DELAYED
SHP000418,ORD000418,2022-01-19,27 Jan 2022,FedEx,381.32,Delivered
SHP000419,ORD000419,2023/03/14,03/16/2023,IndiaPost,701.08,DELAYED
SHP000420,ORD000420,2023-01-22,27-01-2023,Delhivery,884.44,Delayed
SHP000421,ORD000421,,2023-01-18,XpressBees,344.79,returned to origin
SHP000422,ORD000422,2023/11/23,2023/11/29,Delhivery,777.07,Returned to Origin
SHP000423,ORD000423,05 Jun 2022,11/06/2022,BlueDart,361.83,in transit
SHP000424,ORD000424,2022/10/04,05/10/2022,XpressBees,897.19,Delivered
SHP000425,ORD000425,2024-08-17,2024/08/22,DTDC,136.94,Lost
SHP000426,ORD000426,09/12/2024,09/17/2024,Delhivery,119.54,Delivered
SHP000427,ORD000427,12/01/2022,16/01/2022,XpressBees,721.04,In Transit
SHP000428,ORD000428,16 May 2022,31 May 2022,dtdc,899.85,IN TRANSIT
SHP000429,ORD000429,30-12-2022,04/01/2023,EKART,94.68,In Transit
SHP000430,ORD000430,21 Feb 2023,27/02/2023,XpressBees,252.82,Delivered
SHP000431,ORD000431,2022-04-19,23 Apr 2022,indiapost,535.69,Delayed
SHP000432,ORD000432,0000-00-00,02/01/2025,IndiaPost,617.74,Returned to Origin
SHP000433,ORD000433,26 Sep 2024,2024/10/11,XpressBees,634.69,Delayed
SHP000434,ORD000434,04 Mar 2023,09 Mar 2023,XpressBees,640.76,In Transit
SHP000435,ORD000435,2023-04-25,02/05/2023,BlueDart,429.33,DELIVERED
SHP000436,ORD000436,07/30/2022,2022-08-02,indiapost,650.86,Lost
SHP000437,ORD000437,24 Feb 2022,2022/03/03,bluedart,188.99,In Transit
SHP000438,ORD000438,17 Oct 2022,19 Oct 2022,DELHIVERY,221.16,Delayed
SHP000439,ORD000439,2023-05-23,28-05-2023,delhivery,884.89,Returned to Origin
SHP000440,ORD000440,2022/06/01,02/06/2022,DTDC,212.68,Lost
SHP000441,ORD000441,11/07/2023,11/22/2023,ekart,388.05,DELIVERED
SHP000442,ORD000442,31/07/2022,2022/08/02,EKART,784.17,DELAYED
SHP000443,ORD000443,25-03-2022,28-03-2022,Ekart,826.02,Lost
SHP000444,ORD000444,11 May 2023,2023/05/16,Ekart,346.48,lost
SHP000445,ORD000445,2023-08-28,12-09-2023,BlueDart,242.02,LOST
SHP000446,ORD000446,10 Jul 2024,13-07-2024,XpressBees,659.96,Delayed
SHP000447,ORD000447,11/16/2022,2022-11-21,Ekart,204.11,Delivered
SHP000448,ORD000448,12/02/2023,2023-02-17,FedEx,765.06,Returned to Origin
SHP000449,ORD000449,11/08/2022,2022-11-12,Delhivery,616.02,Returned to Origin
SHP000450,ORD000450,2023/03/15,2023/03/16,FEDEX,829.12,Lost
SHP000451,ORD000451,2023-08-16,08/19/2023,FedEx,749.72,In Transit
SHP000452,ORD000452,08/26/2023,2023-09-05,FedEx,790.74,Delivered
SHP000453,ORD000453,26-09-2022,2022-10-03,Ekart,644.87,delivered
SHP000454,ORD000454,16 Sep 2022,23-09-2022,Ekart,725.07,RETURNED TO ORIGIN
SHP000455,ORD000455,2022-02-28,2022/03/08,IndiaPost,127.87,in transit
SHP000456,ORD000456,24 Oct 2022,29/10/2022,FEDEX,703.47,Lost
SHP000457,ORD000457,12-08-2024,16-08-2024,Ekart,558.46,Returned to Origin
SHP000458,ORD000458,2022/07/07,09 Jul 2022,FedEx,708.27,Delayed
SHP000459,ORD000459,11/15/2022,11/25/2022,bluedart,31.1,in transit
SHP000460,ORD000460,05-12-2022,10 Dec 2022,XpressBees,561.0,DELAYED
SHP000461,ORD000461,2023-10-22,23/10/2023,Ekart,247.36,Returned to Origin
SHP000462,ORD000462,01-09-2023,02-09-2023,XpressBees,286.13,LOST
SHP000463,ORD000463,08 Oct 2023,14-10-2023,FedEx,66.37,lost
SHP000464,ORD000464,25-03-2022,28 Mar 2022,FedEx,597.53,Delayed
SHP000465,ORD000465,24 Nov 2023,2023-11-27,xpressbees,681.25,Returned to Origin
SHP000466,ORD000466,03/09/2023,13-03-2023,Delhivery,699.33,Delayed
SHP000467,ORD000467,2023/11/19,04 Dec 2023,IndiaPost,444.7,Returned to Origin
SHP000468,ORD000468,23-04-2022,30 Apr 2022,Ekart,106.66,Returned to Origin
SHP000469,ORD000469,2024-05-24,2024-05-27,BlueDart,132.6,Delayed
SHP000470,ORD000470,07 Oct 2022,10/12/2022,dtdc,807.95,Delayed
SHP000471,ORD000471,27 May 2023,2023/05/30,DTDC,757.48,Returned to Origin
SHP000472,ORD000472,,,IndiaPost,328.71,Lost
SHP000473,ORD000473,23/01/2022,0000-00-00,XpressBees,87.95,delivered
SHP000474,ORD000474,19-04-2022,22-04-2022,xpressbees,791.29,In Transit
SHP000475,ORD000475,04/04/2023,2023-04-06,DTDC,153.49,Delayed
SHP000476,ORD000476,2023/03/08,2023/03/16,Delhivery,393.26,Delayed
SHP000477,ORD000477,03/07/2024,2024-07-05,EKART,218.69,Delayed
SHP000478,ORD000478,11/03/2023,15-03-2023,XpressBees,228.95,IN TRANSIT
SHP000479,ORD000479,2022-04-29,2022-05-03,DTDC,373.18,Delivered
SHP000480,ORD000480,26 Mar 2022,31-03-2022,dtdc,617.32,IN TRANSIT
SHP000481,ORD000481,06-08-2024,07-08-2024,BlueDart,304.23,Returned to Origin
SHP000482,ORD000482,29/11/2024,2024-12-04,BLUEDART,126.97,In Transit
SHP000483,ORD000483,2023/04/07,12-04-2023,dtdc,76.57,Delivered
SHP000484,ORD000484,0000-00-00,2023/03/12,Ekart,462.65,delivered
SHP000485,ORD000485,2024-07-23,2024-07-26,FedEx,381.49,DELIVERED
SHP000486,ORD000486,12/04/2024,2024/04/13,ekart,769.68,IN TRANSIT
SHP000487,ORD000487,2023/05/30,04 Jun 2023,FedEx,876.01,Delivered
SHP000488,ORD000488,2022/10/27,10/30/2022,XpressBees,191.5,Delayed
SHP000489,ORD000489,19 Mar 2022,22/03/2022,FedEx,314.97,Returned to Origin
SHP000490,ORD000490,22/04/2023,27-04-2023,BlueDart,274.99,delivered
SHP000491,ORD000491,24-08-2023,2023-09-03,DTDC,832.53,Delivered
SHP000492,ORD000492,12 Jan 2022,2022/01/14,BlueDart,722.54,Delayed
SHP000493,ORD000493,01/31/2023,01-02-2023,Delhivery,769.81,Delayed
SHP000494,ORD000494,05/14/2022,20-05-2022,XpressBees,848.28,Lost
SHP000495,ORD000495,17/05/2022,24 May 2022,FedEx,302.2,LOST
SHP000496,ORD000496,01/31/2023,2023/02/05,FEDEX,720.43,Returned to Origin
SHP000497,ORD000497,19 Apr 2024,2024-04-25,IndiaPost,496.04,DELAYED
SHP000498,ORD000498,27/05/2023,11 Jun 2023,DTDC,769.5,Returned to Origin
SHP000499,ORD000499,07-04-2024,2024/04/13,DELHIVERY,673.52,Returned to Origin
SHP000500,ORD000500,31/05/2024,06 Jun 2024,xpressbees,494.44,In Transit
SHP000501,ORD000501,2024-02-13,,DTDC,85.86,Delayed
SHP000502,ORD000502,20-06-2024,06/23/2024,BlueDart,635.87,In Transit
SHP000503,ORD000503,17-05-2022,20 May 2022,BlueDart,325.41,Delivered
SHP000504,ORD000504,2023-12-10,25-12-2023,EKART,164.22,Returned to Origin
SHP000505,ORD000505,06/07/2024,06/08/2024,DTDC,285.09,Delayed
SHP000506,ORD000506,2023/02/23,03/10/2023,IndiaPost,815.76,Delayed
SHP000507,ORD000507,07/25/2022,31 Jul 2022,Ekart,156.5,lost
SHP000508,ORD000508,19-10-2023,2023/10/24,XpressBees,49.35,delivered
SHP000509,ORD000509,2022-10-26,05/11/2022,EKART,65.01,In Transit
SHP000510,ORD000510,15 Jan 2024,01/18/2024,IndiaPost,449.71,Returned to Origin
SHP000511,ORD000511,2022-08-15,17-08-2022,BlueDart,433.97,Lost
SHP000512,ORD000512,2023/09/23,2023-09-25,FEDEX,369.86,In Transit
SHP000513,ORD000513,2024/01/04,08-01-2024,BlueDart,675.9,RETURNED TO ORIGIN
SHP000514,ORD000514,20 Jan 2022,01/25/2022,DTDC,190.4,In Transit
SHP000515,ORD000515,12/03/2022,0000-00-00,FedEx,69.82,delivered
SHP000516,ORD000516,07/01/2022,08-01-2022,DTDC,206.28,Lost
SHP000517,ORD000517,19-04-2024,04 May 2024,ekart,330.38,Delayed
SHP000518,ORD000518,26-12-2023,2024-01-10,EKART,530.3,Delivered
SHP000519,ORD000519,31 Aug 2022,05-09-2022,Ekart,712.02,Lost
SHP000520,ORD000520,02/03/2024,02/09/2024,XpressBees,192.35,Lost
SHP000521,ORD000521,16/07/2022,2022/07/31,bluedart,222.89,Returned to Origin
SHP000522,ORD000522,26-04-2024,30 Apr 2024,Ekart,850.1,delayed
SHP000523,ORD000523,05/28/2023,31/05/2023,delhivery,892.34,In Transit
SHP000524,ORD000524,28 Feb 2023,2023/03/03,IndiaPost,850.85,Delivered
SHP000525,ORD000525,2022-08-18,2022/08/20,IndiaPost,168.76,Returned to Origin
SHP000526,ORD000526,07/09/2024,2024-09-22,DELHIVERY,858.93,DELIVERED
SHP000527,ORD000527,2022-04-25,02-05-2022,Delhivery,712.84,lost
SHP000528,ORD000528,06/25/2023,2023/06/27,BlueDart,899.58,IN TRANSIT
SHP000529,ORD000529,17 Jan 2022,25 Jan 2022,FedEx,43.01,LOST
SHP000530,ORD000530,01/08/2024,15/01/2024,IndiaPost,787.03,Lost
SHP000531,ORD000531,06/01/2022,01/21/2022,FedEx,870.43,In Transit
SHP000532,ORD000532,13-01-2023,19 Jan 2023,XpressBees,157.9,Delayed
SHP000533,ORD000533,02/22/2022,01-03-2022,XpressBees,863.37,Delivered
SHP000534,ORD000534,2022/05/18,2022/05/19,FedEx,599.66,In Transit
SHP000535,ORD000535,21/11/2022,11/22/2022,indiapost,659.28,LOST
SHP000536,ORD000536,,2023/10/07,Ekart,222.83,In Transit
SHP000537,ORD000537,09 Dec 2024,13-12-2024,FedEx,41.32,DELIVERED
SHP000538,ORD000538,26-09-2022,10/03/2022,INDIAPOST,351.8,in transit
SHP000539,ORD000539,04/12/2022,22-04-2022,DTDC,89.03,Delayed
SHP000540,ORD000540,2024/08/22,28 Aug 2024,INDIAPOST,161.83,Delayed
SHP000541,ORD000541,04/25/2023,03 May 2023,xpressbees,678.01,DELIVERED
SHP000542,ORD000542,04/02/2022,02/12/2022,XpressBees,481.39,Delayed
SHP000543,ORD000543,20-10-2023,10/24/2023,XpressBees,115.86,In Transit
SHP000544,ORD000544,2023/06/23,08 Jul 2023,BlueDart,517.99,Lost
SHP000545,ORD000545,28-12-2024,31-12-2024,BlueDart,555.44,Delivered
SHP000546,ORD000546,2023/02/19,24 Feb 2023,Delhivery,136.84,Returned to Origin
SHP000547,ORD000547,,12-04-2022,Delhivery,543.72,Delayed
SHP000548,ORD000548,14/04/2022,20/04/2022,XpressBees,396.92,Lost
SHP000549,ORD000549,03-10-2023,07/10/2023,FedEx,792.56,RETURNED TO ORIGIN
SHP000550,ORD000550,30-03-2024,2024/04/14,Ekart,506.76,Delivered
SHP000551,ORD000551,28-12-2022,2022-12-30,ekart,371.52,Returned to Origin
SHP000552,ORD000552,24/03/2022,30 Mar 2022,IndiaPost,860.78,Delayed
SHP000553,ORD000553,2024-07-07,07/22/2024,FedEx,828.99,Returned to Origin
SHP000554,ORD000554,06/12/2024,15 Jun 2024,BlueDart,108.41,delayed
SHP000555,ORD000555,2023-08-12,22 Aug 2023,BLUEDART,838.86,Lost
SHP000556,ORD000556,26-01-2024,2024/02/02,DTDC,189.92,Lost
SHP000557,ORD000557,07 Apr 2022,13-04-2022,DTDC,51.16,In Transit
SHP000558,ORD000558,18/04/2022,19-04-2022,DTDC,754.8,Delivered
SHP000559,ORD000559,27-12-2022,12/31/2022,BlueDart,,Returned to Origin
SHP000560,ORD000560,2023-07-06,16-07-2023,EKART,862.08,Returned to Origin
SHP000561,ORD000561,06-11-2022,11/11/2022,DTDC,328.05,Delivered
SHP000562,ORD000562,04/20/2024,04/21/2024,dtdc,275.82,DELAYED
SHP000563,ORD000563,05/29/2024,06 Jun 2024,XpressBees,459.07,In Transit
SHP000564,ORD000564,2024-01-02,2024/01/05,XpressBees,365.25,Delivered
SHP000565,ORD000565,,2023/12/04,fedex,437.14,Delivered
SHP000566,ORD000566,17 Mar 2022,2022/03/23,Ekart,855.8,RETURNED TO ORIGIN
SHP000567,ORD000567,03 Jun 2023,2023-06-08,EKART,370.7,delivered
SHP000568,ORD000568,31-07-2024,2024-08-15,FedEx,268.54,IN TRANSIT
SHP000569,ORD000569,07/11/2023,22 Nov 2023,Ekart,872.5,delayed
SHP000570,ORD000570,26-09-2022,02 Oct 2022,Delhivery,330.91,Lost
SHP000571,ORD000571,2024/03/24,2024-04-08,DTDC,166.64,Returned to Origin
SHP000572,ORD000572,13 May 2023,23-05-2023,DTDC,554.83,Returned to Origin
SHP000573,ORD000573,29-01-2023,02/13/2023,BlueDart,32.21,Delivered
SHP000574,ORD000574,2022/04/24,27/04/2022,DTDC,141.09,Delayed
SHP000575,ORD000575,14 Jan 2022,29 Jan 2022,Delhivery,258.26,Delayed
SHP000576,ORD000576,03/25/2023,03/26/2023,XPRESSBEES,856.24,IN TRANSIT
SHP000577,ORD000577,29-04-2024,07/05/2024,EKART,359.69,returned to origin
SHP000578,ORD000578,19/05/2023,22/05/2023,DTDC,461.48,lost
SHP000579,ORD000579,12/03/2024,11-12-2024,DELHIVERY,359.1,Lost
SHP000580,ORD000580,2022/11/28,2022/12/02,Ekart,281.69,Lost
SHP000581,ORD000581,28/01/2022,2022/02/05,Delhivery,759.93,delivered
SHP000582,ORD000582,2022-10-02,17 Oct 2022,fedex,287.79,Delivered
SHP000583,ORD000583,2023/07/26,29 Jul 2023,Delhivery,136.23,Delivered
SHP000584,ORD000584,12 Jul 2023,18/07/2023,FEDEX,487.65,Delivered
SHP000585,ORD000585,2024-05-17,18 May 2024,Ekart,776.44,Delayed
SHP000586,ORD000586,13 Nov 2024,11/21/2024,Delhivery,373.97,In Transit
SHP000587,ORD000587,31 May 2024,08/06/2024,Delhivery,874.16,In Transit
SHP000588,ORD000588,0000-00-00,20 Aug 2024,bluedart,266.5,RETURNED TO ORIGIN
SHP000589,ORD000589,2024/11/01,11/05/2024,DTDC,444.66,Lost
SHP000590,ORD000590,2023/01/11,21/01/2023,dtdc,497.24,In Transit
SHP000591,ORD000591,21/09/2022,27/09/2022,FedEx,496.61,lost
SHP000592,ORD000592,05/21/2022,25-05-2022,BLUEDART,208.25,Returned to Origin
SHP000593,ORD000593,22/10/2023,29 Oct 2023,IndiaPost,303.59,Delivered
SHP000594,ORD000594,09/08/2023,15/09/2023,Ekart,815.24,Returned to Origin
SHP000595,ORD000595,2022-06-02,,Ekart,395.8,Delivered
SHP000596,ORD000596,09/11/2023,16-09-2023,DTDC,560.88,Lost
SHP000597,ORD000597,23 Apr 2023,2023/04/30,BLUEDART,750.92,IN TRANSIT
SHP000598,ORD000598,2024/08/20,26/08/2024,FedEx,286.73,Delayed
SHP000599,ORD000599,07/04/2023,17/04/2023,XpressBees,560.49,DELIVERED
SHP000600,ORD000600,2022-02-03,02/18/2022,fedex,373.6,Delivered
SHP000601,ORD000601,27 Nov 2022,11/29/2022,BlueDart,107.38,Delivered
SHP000602,ORD000602,2022/10/05,10/11/2022,Ekart,679.88,Delivered
SHP000603,ORD000603,2022/03/04,2022/03/14,EKART,36.41,Returned to Origin
SHP000604,ORD000604,13 Mar 2023,14 Mar 2023,XPRESSBEES,208.78,IN TRANSIT
SHP000605,ORD000605,26-11-2023,2023-11-27,XpressBees,862.87,In Transit
SHP000606,ORD000606,2023-11-05,08 Nov 2023,FedEx,387.21,returned to origin
SHP000607,ORD000607,21 Dec 2022,26/12/2022,BlueDart,421.22,Lost
SHP000608,ORD000608,21/12/2023,24 Dec 2023,DTDC,220.48,in transit
SHP000609,ORD000609,15/01/2022,30-01-2022,indiapost,884.65,Delayed
SHP000610,ORD000610,15-04-2022,16/04/2022,Ekart,267.44,Returned to Origin
SHP000611,ORD000611,2022/01/22,24-01-2022,DTDC,650.54,Delayed
SHP000612,ORD000612,15/09/2024,2024-09-22,BLUEDART,381.56,Returned to Origin
SHP000613,ORD000613,18-02-2022,,ekart,739.45,Returned to Origin
SHP000614,ORD000614,2022-05-14,2022-05-22,XpressBees,478.86,Lost
SHP000615,ORD000615,13/02/2022,16/02/2022,XPRESSBEES,176.74,Lost
SHP000616,ORD000616,2023-01-12,0000-00-00,ekart,736.39,DELAYED
SHP000617,ORD000617,2024-08-20,2024-08-24,BLUEDART,201.54,returned to origin
SHP000618,ORD000618,13 Oct 2024,10/20/2024,BLUEDART,263.3,Delayed
SHP000619,ORD000619,19 Oct 2022,2022-10-25,dtdc,110.15,DELAYED
SHP000620,ORD000620,12 May 2023,2023/05/18,IndiaPost,824.01,delayed
SHP000621,ORD000621,23 Nov 2024,01 Dec 2024,BlueDart,120.81,In Transit
SHP000622,ORD000622,2024/07/04,2024/07/08,Ekart,249.89,delayed
SHP000623,ORD000623,23 Dec 2024,2024-12-26,INDIAPOST,190.27,lost
SHP000624,ORD000624,2023/11/12,11/13/2023,BlueDart,603.67,Delivered
SHP000625,ORD000625,2024-10-04,2024-10-06,BlueDart,426.8,Delivered
SHP000626,ORD000626,2022-02-04,2022/02/06,Delhivery,496.19,Delayed
SHP000627,ORD000627,2023/08/10,14/08/2023,Delhivery,32.08,Delayed
SHP000628,ORD000628,2022/12/12,16 Dec 2022,dtdc,867.33,Lost
SHP000629,ORD000629,2024/09/25,2024-09-28,XpressBees,703.33,In Transit
SHP000630,ORD000630,03 Aug 2023,2023-08-11,BlueDart,166.36,Returned to Origin
SHP000631,ORD000631,30/10/2023,2023/11/05,Ekart,278.4,In Transit
SHP000632,ORD000632,09-12-2023,24-12-2023,ekart,180.83,LOST
SHP000633,ORD000633,2023/07/16,07/22/2023,indiapost,769.75,Delivered
SHP000634,ORD000634,16 Jan 2023,20/01/2023,Delhivery,869.93,Lost
SHP000635,ORD000635,2022/11/19,22/11/2022,DTDC,166.91,Delayed
SHP000636,ORD000636,07/07/2024,14-07-2024,fedex,827.67,Delivered
SHP000637,ORD000637,10-12-2024,12/20/2024,FEDEX,84.89,DELAYED
SHP000638,ORD000638,08 Apr 2024,12-04-2024,FedEx,109.93,Lost
SHP000639,ORD000639,02/26/2023,2023-03-03,EKART,598.24,Lost
SHP000640,ORD000640,24 Aug 2024,2024-09-01,DTDC,307.82,Lost
SHP000641,ORD000641,2023-04-05,04/08/2023,BlueDart,813.09,Returned to Origin
SHP000642,ORD000642,11/03/2023,13-03-2023,BlueDart,37.94,Delivered
SHP000643,ORD000643,21-06-2022,22 Jun 2022,Delhivery,85.64,RETURNED TO ORIGIN
SHP000644,ORD000644,26/09/2022,10/01/2022,FedEx,471.03,Delivered
SHP000645,ORD000645,16 Aug 2022,0000-00-00,INDIAPOST,310.3,Delayed
SHP000646,ORD000646,2023-08-12,08/27/2023,Ekart,542.88,In Transit
SHP000647,ORD000647,24 Apr 2023,27 Apr 2023,Ekart,852.56,Delivered
SHP000648,ORD000648,02-12-2022,2022/12/03,XpressBees,324.01,Delivered
SHP000649,ORD000649,01 Nov 2022,11/06/2022,DTDC,42.87,DELIVERED
SHP000650,ORD000650,12/24/2023,12/29/2023,IndiaPost,419.22,Lost
SHP000651,ORD000651,29 Mar 2023,2023-04-06,DTDC,215.76,Delivered
SHP000652,ORD000652,16-02-2022,02/19/2022,dtdc,184.5,In Transit
SHP000653,ORD000653,27/05/2023,2023-05-30,Delhivery,455.05,IN TRANSIT
SHP000654,ORD000654,13-04-2022,20/04/2022,dtdc,667.0,Delivered
SHP000655,ORD000655,21/01/2024,2024-01-28,XpressBees,55.54,RETURNED TO ORIGIN
SHP000656,ORD000656,2023/04/03,04/04/2023,FedEx,656.66,Delayed
SHP000657,ORD000657,2022/01/11,01/16/2022,IndiaPost,52.59,In Transit
SHP000658,ORD000658,0000-00-00,15 Jun 2023,IndiaPost,370.52,delivered
SHP000659,ORD000659,2023-06-09,13 Jun 2023,bluedart,853.24,Delivered
SHP000660,ORD000660,25-09-2023,09/28/2023,DTDC,400.21,Delayed
SHP000661,ORD000661,07/19/2024,2024/07/23,BlueDart,898.35,in transit
SHP000662,ORD000662,2022/02/20,2022-02-23,FEDEX,304.39,DELIVERED
SHP000663,ORD000663,16 Jan 2022,,FedEx,576.12,Lost
SHP000664,ORD000664,12/22/2022,2022/12/26,Delhivery,653.98,Lost
SHP000665,ORD000665,24 Aug 2023,2023-08-26,IndiaPost,86.03,Lost
SHP000666,ORD000666,03/20/2024,22 Mar 2024,Delhivery,452.27,Lost
