shipment_id,order_id,ship_date,delivery_date,carrier,shipping_cost,delivery_status,delivery_days,ship_month
Shp000348,Ord000348,2024-06-25,2024-06-27,Xpressbees,444.95,In Transit,2,2024-06
Shp000350,Ord000350,2022-02-16,2022-02-21,Xpressbees,522.86,Returned To Origin,5,2022-02
Shp000351,Ord000351,2022-06-11,2022-06-15,Ekart,833.48,Lost,4,2022-06
Shp000352,Ord000352,2023-02-25,2023-02-27,Delhivery,69.88,Delivered,2,2023-02
Shp000353,Ord000353,2024-03-27,2024-03-28,Delhivery,633.3,Delivered,1,2024-03
Shp000354,Ord000354,2024-07-25,2024-07-29,Ekart,74.26,Lost,4,2024-07
Shp000355,Ord000355,2024-04-10,2024-04-25,Indiapost,383.61,Lost,15,2024-04
Shp000356,Ord000356,2024-06-16,2024-06-23,Fedex,286.87,Returned To Origin,7,2024-06
Shp000358,Ord000358,2023-03-17,2023-03-20,Bluedart,635.17,Delayed,3,2023-03
Shp000360,Ord000360,2022-11-11,2022-11-16,Indiapost,456.83,Lost,5,2022-11
Shp000361,Ord000361,2022-11-03,2022-11-10,Xpressbees,487.54,In Transit,7,2022-11
Shp000362,Ord000362,2024-10-21,2024-10-22,Fedex,40.29,Returned To Origin,1,2024-10
Shp000363,Ord000363,2022-02-07,2022-02-15,Dtdc,839.18,In Transit,8,2022-02
Shp000364,Ord000364,2022-01-28,2022-01-30,Indiapost,799.99,Delayed,2,2022-01
Shp000365,Ord000365,2022-07-28,2022-07-31,Indiapost,252.22,Lost,3,2022-07
Shp000366,Ord000366,2024-05-11,2024-05-12,Ekart,303.58,Lost,1,2024-05
Shp000367,Ord000367,2022-06-09,2022-06-12,Indiapost,267.78,Returned To Origin,3,2022-06
Shp000368,Ord000368,2022-11-22,2022-11-25,Delhivery,260.38,Returned To Origin,3,2022-11
Shp000369,Ord000369,2022-01-15,2022-01-23,Xpressbees,108.67,In Transit,8,2022-01
Shp000370,Ord000370,2023-12-24,2023-12-28,Fedex,861.59,Lost,4,2023-12
Shp000372,Ord000372,2024-07-10,2024-07-15,Dtdc,283.39,Lost,5,2024-07
Shp000373,Ord000373,2022-10-09,2022-10-15,Xpressbees,572.86,In Transit,6,2022-10
Shp000374,Ord000374,2024-04-14,2024-04-17,Bluedart,138.85,Delayed,3,2024-04
Shp000375,Ord000375,2023-09-25,2023-09-30,Indiapost,43.59,Returned To Origin,5,2023-09
Shp000376,Ord000376,2022-06-15,2022-06-21,Xpressbees,732.21,Lost,6,2022-06
Shp000377,Ord000377,2024-12-10,2024-12-25,Xpressbees,273.24,Returned To Origin,15,2024-12
Shp000378,Ord000378,2022-01-15,2022-01-20,Xpressbees,375.69,Lost,5,2022-01
Shp000379,Ord000379,2024-05-28,2024-06-12,Indiapost,172.03,Returned To Origin,15,2024-05
Shp000380,Ord000380,2023-03-23,2023-03-27,Bluedart,412.86,Delayed,4,2023-03
Shp000381,Ord000381,2023-08-25,2023-09-04,Bluedart,52.01,In Transit,10,2023-08
Shp000382,Ord000382,2024-03-07,2024-03-15,Dtdc,569.48,Returned To Origin,8,2024-03
Shp000383,Ord000383,2023-11-20,2023-12-05,Xpressbees,817.59,Returned To Origin,15,2023-11
Shp000384,Ord000384,2022-02-10,2022-02-18,Xpressbees,710.69,In Transit,8,2022-02
Shp000385,Ord000385,2022-02-16,2022-02-23,Indiapost,31.49,Lost,7,2022-02
Shp000386,Ord000386,2022-09-27,2022-10-04,Delhivery,552.04,Delivered,7,2022-09
Shp000387,Ord000387,2024-01-28,2024-01-31,Xpressbees,471.76,Delayed,3,2024-01
Shp000388,Ord000388,2023-05-24,2023-05-27,Dtdc,339.54,In Transit,3,2023-05
Shp000389,Ord000389,2023-07-22,2023-07-27,Dtdc,470.81,Returned To Origin,5,2023-07
Shp000391,Ord000391,2023-11-12,2023-11-13,Ekart,690.84,Lost,1,2023-11
Shp000392,Ord000392,2023-07-24,2023-07-28,Xpressbees,553.5,In Transit,4,2023-07
Shp000393,Ord000393,2022-03-31,2022-04-07,Bluedart,111.35,Delayed,7,2022-03
Shp000394,Ord000394,2022-08-02,2022-08-05,Indiapost,242.67,Delivered,3,2022-08
Shp000395,Ord000395,2022-06-09,2022-06-17,Xpressbees,716.33,Delayed,8,2022-06
Shp000396,Ord000396,2022-12-19,2022-12-22,Fedex,,Lost,3,2022-12
Shp000397,Ord000397,2024-08-31,2024-09-07,Dtdc,90.2,In Transit,7,2024-08
Shp000398,Ord000398,2023-06-05,2023-06-09,Ekart,216.9,Delayed,4,2023-06
Shp000399,Ord000399,2023-04-23,2023-04-28,Fedex,782.34,Delayed,5,2023-04
Shp000400,Ord000400,2023-03-23,2023-03-29,Dtdc,389.55,Returned To Origin,6,2023-03
Shp000401,Ord000401,2023-11-20,2023-11-27,Dtdc,338.59,Returned To Origin,7,2023-11
Shp000402,Ord000402,2024-05-21,2024-05-28,Bluedart,322.43,In Transit,7,2024-05
Shp000403,Ord000403,2022-05-01,2022-05-08,Fedex,,Delayed,7,2022-05
Shp000404,Ord000404,2023-09-16,2023-09-19,Xpressbees,258.12,Delivered,3,2023-09
Shp000406,Ord000406,2024-07-02,2024-07-12,Delhivery,149.91,Delivered,10,2024-07
Shp000407,Ord000407,2024-03-12,2024-03-14,Indiapost,288.41,Returned To Origin,2,2024-03
Shp000408,Ord000408,2022-02-22,2022-03-04,Delhivery,129.43,Delayed,10,2022-02
Shp000409,Ord000409,2024-10-27,2024-11-04,Ekart,118.23,In Transit,8,2024-10
Shp000411,Ord000411,2024-10-08,2024-10-16,Delhivery,404.47,Lost,8,2024-10
Shp000412,Ord000412,2023-05-15,2023-05-18,Bluedart,884.68,Lost,3,2023-05
Shp000413,Ord000413,2022-03-22,2022-03-25,Delhivery,469.92,Delayed,3,2022-03
Shp000414,Ord000414,2022-10-29,2022-10-31,Xpressbees,779.28,Delivered,2,2022-10
Shp000415,Ord000415,2024-04-22,2024-04-30,Delhivery,361.32,Delivered,8,2024-04
Shp000416,Ord000416,2024-06-10,2024-06-18,Fedex,892.95,Returned To Origin,8,2024-06
Shp000417,Ord000417,2023-02-24,2023-02-26,Xpressbees,813.76,Delayed,2,2023-02
Shp000418,Ord000418,2022-01-19,2022-01-27,Fedex,381.32,Delivered,8,2022-01
Shp000419,Ord000419,2023-03-14,2023-03-16,Indiapost,701.08,Delayed,2,2023-03
Shp000420,Ord000420,2023-01-22,2023-01-27,Delhivery,884.44,Delayed,5,2023-01
Shp000422,Ord000422,2023-11-23,2023-11-29,Delhivery,777.07,Returned To Origin,6,2023-11
Shp000423,Ord000423,2022-06-05,2022-06-11,Bluedart,361.83,In Transit,6,2022-06
Shp000424,Ord000424,2022-10-04,2022-10-05,Xpressbees,897.19,Delivered,1,2022-10
Shp000425,Ord000425,2024-08-17,2024-08-22,Dtdc,136.94,Lost,5,2024-08
Shp000427,Ord000427,2022-01-12,2022-01-16,Xpressbees,721.04,In Transit,4,2022-01
Shp000428,Ord000428,2022-05-16,2022-05-31,Dtdc,899.85,In Transit,15,2022-05
Shp000429,Ord000429,2022-12-30,2023-01-04,Ekart,94.68,In Transit,5,2022-12
Shp000430,Ord000430,2023-02-21,2023-02-27,Xpressbees,252.82,Delivered,6,2023-02
Shp000431,Ord000431,2022-04-19,2022-04-23,Indiapost,535.69,Delayed,4,2022-04
Shp000433,Ord000433,2024-09-26,2024-10-11,Xpressbees,634.69,Delayed,15,2024-09
Shp000434,Ord000434,2023-03-04,2023-03-09,Xpressbees,640.76,In Transit,5,2023-03
Shp000435,Ord000435,2023-04-25,2023-05-02,Bluedart,429.33,Delivered,7,2023-04
Shp000436,Ord000436,2022-07-30,2022-08-02,Indiapost,650.86,Lost,3,2022-07
Shp000437,Ord000437,2022-02-24,2022-03-03,Bluedart,188.99,In Transit,7,2022-02
Shp000438,Ord000438,2022-10-17,2022-10-19,Delhivery,221.16,Delayed,2,2022-10
Shp000439,Ord000439,2023-05-23,2023-05-28,Delhivery,884.89,Returned To Origin,5,2023-05
Shp000440,Ord000440,2022-06-01,2022-06-02,Dtdc,212.68,Lost,1,2022-06
Shp000442,Ord000442,2022-07-31,2022-08-02,Ekart,784.17,Delayed,2,2022-07
Shp000443,Ord000443,2022-03-25,2022-03-28,Ekart,826.02,Lost,3,2022-03
Shp000444,Ord000444,2023-05-11,2023-05-16,Ekart,346.48,Lost,5,2023-05
Shp000445,Ord000445,2023-08-28,2023-09-12,Bluedart,242.02,Lost,15,2023-08
Shp000446,Ord000446,2024-07-10,2024-07-13,Xpressbees,659.96,Delayed,3,2024-07
Shp000447,Ord000447,2022-11-16,2022-11-21,Ekart,204.11,Delivered,5,2022-11
Shp000448,Ord000448,2023-02-12,2023-02-17,Fedex,765.06,Returned To Origin,5,2023-02
Shp000450,Ord000450,2023-03-15,2023-03-16,Fedex,829.12,Lost,1,2023-03
Shp000451,Ord000451,2023-08-16,2023-08-19,Fedex,749.72,In Transit,3,2023-08
Shp000452,Ord000452,2023-08-26,2023-09-05,Fedex,790.74,Delivered,10,2023-08
Shp000453,Ord000453,2022-09-26,2022-10-03,Ekart,644.87,Delivered,7,2022-09
Shp000454,Ord000454,2022-09-16,2022-09-23,Ekart,725.07,Returned To Origin,7,2022-09
Shp000455,Ord000455,2022-02-28,2022-03-08,Indiapost,127.87,In Transit,8,2022-02
Shp000456,Ord000456,2022-10-24,2022-10-29,Fedex,703.47,Lost,5,2022-10
Shp000457,Ord000457,2024-08-12,2024-08-16,Ekart,558.46,Returned To Origin,4,2024-08
Shp000458,Ord000458,2022-07-07,2022-07-09,Fedex,708.27,Delayed,2,2022-07
Shp000459,Ord000459,2022-11-15,2022-11-25,Bluedart,31.1,In Transit,10,2022-11
Shp000460,Ord000460,2022-12-05,2022-12-10,Xpressbees,561.0,Delayed,5,2022-12
Shp000461,Ord000461,2023-10-22,2023-10-23,Ekart,247.36,Returned To Origin,1,2023-10
Shp000462,Ord000462,2023-09-01,2023-09-02,Xpressbees,286.13,Lost,1,2023-09
Shp000463,Ord000463,2023-10-08,2023-10-14,Fedex,66.37,Lost,6,2023-10
Shp000464,Ord000464,2022-03-25,2022-03-28,Fedex,597.53,Delayed,3,2022-03
Shp000465,Ord000465,2023-11-24,2023-11-27,Xpressbees,681.25,Returned To Origin,3,2023-11
Shp000467,Ord000467,2023-11-19,2023-12-04,Indiapost,444.7,Returned To Origin,15,2023-11
Shp000468,Ord000468,2022-04-23,2022-04-30,Ekart,106.66,Returned To Origin,7,2022-04
Shp000469,Ord000469,2024-05-24,2024-05-27,Bluedart,132.6,Delayed,3,2024-05
Shp000471,Ord000471,2023-05-27,2023-05-30,Dtdc,757.48,Returned To Origin,3,2023-05
Shp000474,Ord000474,2022-04-19,2022-04-22,Xpressbees,791.29,In Transit,3,2022-04
Shp000475,Ord000475,2023-04-04,2023-04-06,Dtdc,153.49,Delayed,2,2023-04
Shp000476,Ord000476,2023-03-08,2023-03-16,Delhivery,393.26,Delayed,8,2023-03
Shp000477,Ord000477,2024-07-03,2024-07-05,Ekart,218.69,Delayed,2,2024-07
Shp000478,Ord000478,2023-03-11,2023-03-15,Xpressbees,228.95,In Transit,4,2023-03
Shp000479,Ord000479,2022-04-29,2022-05-03,Dtdc,373.18,Delivered,4,2022-04
Shp000480,Ord000480,2022-03-26,2022-03-31,Dtdc,617.32,In Transit,5,2022-03
Shp000481,Ord000481,2024-08-06,2024-08-07,Bluedart,304.23,Returned To Origin,1,2024-08
Shp000482,Ord000482,2024-11-29,2024-12-04,Bluedart,126.97,In Transit,5,2024-11
Shp000483,Ord000483,2023-04-07,2023-04-12,Dtdc,76.57,Delivered,5,2023-04
Shp000485,Ord000485,2024-07-23,2024-07-26,Fedex,381.49,Delivered,3,2024-07
Shp000486,Ord000486,2024-04-12,2024-04-13,Ekart,769.68,In Transit,1,2024-04
Shp000487,Ord000487,2023-05-30,2023-06-04,Fedex,876.01,Delivered,5,2023-05
Shp000488,Ord000488,2022-10-27,2022-10-30,Xpressbees,191.5,Delayed,3,2022-10
Shp000489,Ord000489,2022-03-19,2022-03-22,Fedex,314.97,Returned To Origin,3,2022-03
Shp000490,Ord000490,2023-04-22,2023-04-27,Bluedart,274.99,Delivered,5,2023-04
Shp000491,Ord000491,2023-08-24,2023-09-03,Dtdc,832.53,Delivered,10,2023-08
Shp000492,Ord000492,2022-01-12,2022-01-14,Bluedart,722.54,Delayed,2,2022-01
Shp000493,Ord000493,2023-01-31,2023-02-01,Delhivery,769.81,Delayed,1,2023-01
Shp000494,Ord000494,2022-05-14,2022-05-20,Xpressbees,848.28,Lost,6,2022-05
Shp000495,Ord000495,2022-05-17,2022-05-24,Fedex,302.2,Lost,7,2022-05
Shp000496,Ord000496,2023-01-31,2023-02-05,Fedex,720.43,Returned To Origin,5,2023-01
Shp000497,Ord000497,2024-04-19,2024-04-25,Indiapost,496.04,Delayed,6,2024-04
Shp000498,Ord000498,2023-05-27,2023-06-11,Dtdc,769.5,Returned To Origin,15,2023-05
Shp000499,Ord000499,2024-04-07,2024-04-13,Delhivery,673.52,Returned To Origin,6,2024-04
Shp000500,Ord000500,2024-05-31,2024-06-06,Xpressbees,494.44,In Transit,6,2024-05
Shp000502,Ord000502,2024-06-20,2024-06-23,Bluedart,635.87,In Transit,3,2024-06
Shp000503,Ord000503,2022-05-17,2022-05-20,Bluedart,325.41,Delivered,3,2022-05
Shp000504,Ord000504,2023-12-10,2023-12-25,Ekart,164.22,Returned To Origin,15,2023-12
Shp000507,Ord000507,2022-07-25,2022-07-31,Ekart,156.5,Lost,6,2022-07
Shp000508,Ord000508,2023-10-19,2023-10-24,Xpressbees,49.35,Delivered,5,2023-10
Shp000509,Ord000509,2022-10-26,2022-11-05,Ekart,65.01,In Transit,10,2022-10
Shp000510,Ord000510,2024-01-15,2024-01-18,Indiapost,449.71,Returned To Origin,3,2024-01
Shp000511,Ord000511,2022-08-15,2022-08-17,Bluedart,433.97,Lost,2,2022-08
Shp000512,Ord000512,2023-09-23,2023-09-25,Fedex,369.86,In Transit,2,2023-09
Shp000513,Ord000513,2024-01-04,2024-01-08,Bluedart,675.9,Returned To Origin,4,2024-01
Shp000514,Ord000514,2022-01-20,2022-01-25,Dtdc,190.4,In Transit,5,2022-01
Shp000516,Ord000516,2022-01-07,2022-01-08,Dtdc,206.28,Lost,1,2022-01
Shp000517,Ord000517,2024-04-19,2024-05-04,Ekart,330.38,Delayed,15,2024-04
Shp000518,Ord000518,2023-12-26,2024-01-10,Ekart,530.3,Delivered,15,2023-12
Shp000519,Ord000519,2022-08-31,2022-09-05,Ekart,712.02,Lost,5,2022-08
Shp000521,Ord000521,2022-07-16,2022-07-31,Bluedart,222.89,Returned To Origin,15,2022-07
Shp000522,Ord000522,2024-04-26,2024-04-30,Ekart,850.1,Delayed,4,2024-04
Shp000523,Ord000523,2023-05-28,2023-05-31,Delhivery,892.34,In Transit,3,2023-05
Shp000524,Ord000524,2023-02-28,2023-03-03,Indiapost,850.85,Delivered,3,2023-02
Shp000525,Ord000525,2022-08-18,2022-08-20,Indiapost,168.76,Returned To Origin,2,2022-08
Shp000526,Ord000526,2024-09-07,2024-09-22,Delhivery,858.93,Delivered,15,2024-09
Shp000527,Ord000527,2022-04-25,2022-05-02,Delhivery,712.84,Lost,7,2022-04
Shp000528,Ord000528,2023-06-25,2023-06-27,Bluedart,899.58,In Transit,2,2023-06
Shp000529,Ord000529,2022-01-17,2022-01-25,Fedex,43.01,Lost,8,2022-01
Shp000531,Ord000531,2022-01-06,2022-01-21,Fedex,870.43,In Transit,15,2022-01
Shp000532,Ord000532,2023-01-13,2023-01-19,Xpressbees,157.9,Delayed,6,2023-01
Shp000533,Ord000533,2022-02-22,2022-03-01,Xpressbees,863.37,Delivered,7,2022-02
Shp000534,Ord000534,2022-05-18,2022-05-19,Fedex,599.66,In Transit,1,2022-05
Shp000535,Ord000535,2022-11-21,2022-11-22,Indiapost,659.28,Lost,1,2022-11
Shp000537,Ord000537,2024-12-09,2024-12-13,Fedex,41.32,Delivered,4,2024-12
Shp000540,Ord000540,2024-08-22,2024-08-28,Indiapost,161.83,Delayed,6,2024-08
Shp000541,Ord000541,2023-04-25,2023-05-03,Xpressbees,678.01,Delivered,8,2023-04
Shp000543,Ord000543,2023-10-20,2023-10-24,Xpressbees,115.86,In Transit,4,2023-10
Shp000544,Ord000544,2023-06-23,2023-07-08,Bluedart,517.99,Lost,15,2023-06
Shp000545,Ord000545,2024-12-28,2024-12-31,Bluedart,555.44,Delivered,3,2024-12
Shp000546,Ord000546,2023-02-19,2023-02-24,Delhivery,136.84,Returned To Origin,5,2023-02
Shp000548,Ord000548,2022-04-14,2022-04-20,Xpressbees,396.92,Lost,6,2022-04
Shp000549,Ord000549,2023-10-03,2023-10-07,Fedex,792.56,Returned To Origin,4,2023-10
Shp000550,Ord000550,2024-03-30,2024-04-14,Ekart,506.76,Delivered,15,2024-03
Shp000551,Ord000551,2022-12-28,2022-12-30,Ekart,371.52,Returned To Origin,2,2022-12
Shp000552,Ord000552,2022-03-24,2022-03-30,Indiapost,860.78,Delayed,6,2022-03
Shp000553,Ord000553,2024-07-07,2024-07-22,Fedex,828.99,Returned To Origin,15,2024-07
Shp000555,Ord000555,2023-08-12,2023-08-22,Bluedart,838.86,Lost,10,2023-08
Shp000556,Ord000556,2024-01-26,2024-02-02,Dtdc,189.92,Lost,7,2024-01
Shp000557,Ord000557,2022-04-07,2022-04-13,Dtdc,51.16,In Transit,6,2022-04
Shp000558,Ord000558,2022-04-18,2022-04-19,Dtdc,754.8,Delivered,1,2022-04
Shp000559,Ord000559,2022-12-27,2022-12-31,Bluedart,,Returned To Origin,4,2022-12
Shp000560,Ord000560,2023-07-06,2023-07-16,Ekart,862.08,Returned To Origin,10,2023-07
Shp000561,Ord000561,2022-11-06,2022-11-11,Dtdc,328.05,Delivered,5,2022-11
Shp000562,Ord000562,2024-04-20,2024-04-21,Dtdc,275.82,Delayed,1,2024-04
Shp000563,Ord000563,2024-05-29,2024-06-06,Xpressbees,459.07,In Transit,8,2024-05
Shp000564,Ord000564,2024-01-02,2024-01-05,Xpressbees,365.25,Delivered,3,2024-01
Shp000566,Ord000566,2022-03-17,2022-03-23,Ekart,855.8,Returned To Origin,6,2022-03
Shp000567,Ord000567,2023-06-03,2023-06-08,Ekart,370.7,Delivered,5,2023-06
Shp000568,Ord000568,2024-07-31,2024-08-15,Fedex,268.54,In Transit,15,2024-07
Shp000569,Ord000569,2023-11-07,2023-11-22,Ekart,872.5,Delayed,15,2023-11
Shp000570,Ord000570,2022-09-26,2022-10-02,Delhivery,330.91,Lost,6,2022-09
Shp000571,Ord000571,2024-03-24,2024-04-08,Dtdc,166.64,Returned To Origin,15,2024-03
Shp000572,Ord000572,2023-05-13,2023-05-23,Dtdc,554.83,Returned To Origin,10,2023-05
Shp000573,Ord000573,2023-01-29,2023-02-13,Bluedart,32.21,Delivered,15,2023-01
Shp000574,Ord000574,2022-04-24,2022-04-27,Dtdc,141.09,Delayed,3,2022-04
Shp000575,Ord000575,2022-01-14,2022-01-29,Delhivery,258.26,Delayed,15,2022-01
Shp000576,Ord000576,2023-03-25,2023-03-26,Xpressbees,856.24,In Transit,1,2023-03
Shp000577,Ord000577,2024-04-29,2024-05-07,Ekart,359.69,Returned To Origin,8,2024-04
Shp000578,Ord000578,2023-05-19,2023-05-22,Dtdc,461.48,Lost,3,2023-05
Shp000580,Ord000580,2022-11-28,2022-12-02,Ekart,281.69,Lost,4,2022-11
Shp000581,Ord000581,2022-01-28,2022-02-05,Delhivery,759.93,Delivered,8,2022-01
Shp000582,Ord000582,2022-10-02,2022-10-17,Fedex,287.79,Delivered,15,2022-10
Shp000583,Ord000583,2023-07-26,2023-07-29,Delhivery,136.23,Delivered,3,2023-07
Shp000584,Ord000584,2023-07-12,2023-07-18,Fedex,487.65,Delivered,6,2023-07
Shp000585,Ord000585,2024-05-17,2024-05-18,Ekart,776.44,Delayed,1,2024-05
Shp000586,Ord000586,2024-11-13,2024-11-21,Delhivery,373.97,In Transit,8,2024-11
Shp000587,Ord000587,2024-05-31,2024-06-08,Delhivery,874.16,In Transit,8,2024-05
Shp000590,Ord000590,2023-01-11,2023-01-21,Dtdc,497.24,In Transit,10,2023-01
Shp000591,Ord000591,2022-09-21,2022-09-27,Fedex,496.61,Lost,6,2022-09
Shp000592,Ord000592,2022-05-21,2022-05-25,Bluedart,208.25,Returned To Origin,4,2022-05
Shp000593,Ord000593,2023-10-22,2023-10-29,Indiapost,303.59,Delivered,7,2023-10
Shp000597,Ord000597,2023-04-23,2023-04-30,Bluedart,750.92,In Transit,7,2023-04
Shp000598,Ord000598,2024-08-20,2024-08-26,Fedex,286.73,Delayed,6,2024-08
Shp000599,Ord000599,2023-04-07,2023-04-17,Xpressbees,560.49,Delivered,10,2023-04
Shp000600,Ord000600,2022-02-03,2022-02-18,Fedex,373.6,Delivered,15,2022-02
Shp000601,Ord000601,2022-11-27,2022-11-29,Bluedart,107.38,Delivered,2,2022-11
Shp000603,Ord000603,2022-03-04,2022-03-14,Ekart,36.41,Returned To Origin,10,2022-03
Shp000604,Ord000604,2023-03-13,2023-03-14,Xpressbees,208.78,In Transit,1,2023-03
Shp000605,Ord000605,2023-11-26,2023-11-27,Xpressbees,862.87,In Transit,1,2023-11
Shp000606,Ord000606,2023-11-05,2023-11-08,Fedex,387.21,Returned To Origin,3,2023-11
Shp000607,Ord000607,2022-12-21,2022-12-26,Bluedart,421.22,Lost,5,2022-12
Shp000608,Ord000608,2023-12-21,2023-12-24,Dtdc,220.48,In Transit,3,2023-12
Shp000609,Ord000609,2022-01-15,2022-01-30,Indiapost,884.65,Delayed,15,2022-01
Shp000610,Ord000610,2022-04-15,2022-04-16,Ekart,267.44,Returned To Origin,1,2022-04
Shp000612,Ord000612,2024-09-15,2024-09-22,Bluedart,381.56,Returned To Origin,7,2024-09
Shp000614,Ord000614,2022-05-14,2022-05-22,Xpressbees,478.86,Lost,8,2022-05
Shp000615,Ord000615,2022-02-13,2022-02-16,Xpressbees,176.74,Lost,3,2022-02
Shp000617,Ord000617,2024-08-20,2024-08-24,Bluedart,201.54,Returned To Origin,4,2024-08
Shp000618,Ord000618,2024-10-13,2024-10-20,Bluedart,263.3,Delayed,7,2024-10
Shp000619,Ord000619,2022-10-19,2022-10-25,Dtdc,110.15,Delayed,6,2022-10
Shp000620,Ord000620,2023-05-12,2023-05-18,Indiapost,824.01,Delayed,6,2023-05
Shp000621,Ord000621,2024-11-23,2024-12-01,Bluedart,120.81,In Transit,8,2024-11
Shp000622,Ord000622,2024-07-04,2024-07-08,Ekart,249.89,Delayed,4,2024-07
Shp000623,Ord000623,2024-12-23,2024-12-26,Indiapost,190.27,Lost,3,2024-12
Shp000624,Ord000624,2023-11-12,2023-11-13,Bluedart,603.67,Delivered,1,2023-11
Shp000625,Ord000625,2024-10-04,2024-10-06,Bluedart,426.8,Delivered,2,2024-10
Shp000626,Ord000626,2022-02-04,2022-02-06,Delhivery,496.19,Delayed,2,2022-02
Shp000627,Ord000627,2023-08-10,2023-08-14,Delhivery,32.08,Delayed,4,2023-08
Shp000628,Ord000628,2022-12-12,2022-12-16,Dtdc,867.33,Lost,4,2022-12
Shp000629,Ord000629,2024-09-25,2024-09-28,Xpressbees,703.33,In Transit,3,2024-09
Shp000630,Ord000630,2023-08-03,2023-08-11,Bluedart,166.36,Returned To Origin,8,2023-08
Shp000631,Ord000631,2023-10-30,2023-11-05,Ekart,278.4,In Transit,6,2023-10
Shp000632,Ord000632,2023-12-09,2023-12-24,Ekart,180.83,Lost,15,2023-12
Shp000633,Ord000633,2023-07-16,2023-07-22,Indiapost,769.75,Delivered,6,2023-07
Shp000634,Ord000634,2023-01-16,2023-01-20,Delhivery,869.93,Lost,4,2023-01
Shp000635,Ord000635,2022-11-19,2022-11-22,Dtdc,166.91,Delayed,3,2022-11
Shp000636,Ord000636,2024-07-07,2024-07-14,Fedex,827.67,Delivered,7,2024-07
Shp000637,Ord000637,2024-12-10,2024-12-20,Fedex,84.89,Delayed,10,2024-12
Shp000638,Ord000638,2024-04-08,2024-04-12,Fedex,109.93,Lost,4,2024-04
Shp000639,Ord000639,2023-02-26,2023-03-03,Ekart,598.24,Lost,5,2023-02
Shp000640,Ord000640,2024-08-24,2024-09-01,Dtdc,307.82,Lost,8,2024-08
Shp000642,Ord000642,2023-03-11,2023-03-13,Bluedart,37.94,Delivered,2,2023-03
Shp000643,Ord000643,2022-06-21,2022-06-22,Delhivery,85.64,Returned To Origin,1,2022-06
Shp000646,Ord000646,2023-08-12,2023-08-27,Ekart,542.88,In Transit,15,2023-08
Shp000647,Ord000647,2023-04-24,2023-04-27,Ekart,852.56,Delivered,3,2023-04
Shp000648,Ord000648,2022-12-02,2022-12-03,Xpressbees,324.01,Delivered,1,2022-12
Shp000650,Ord000650,2023-12-24,2023-12-29,Indiapost,419.22,Lost,5,2023-12
Shp000651,Ord000651,2023-03-29,2023-04-06,Dtdc,215.76,Delivered,8,2023-03
Shp000652,Ord000652,2022-02-16,2022-02-19,Dtdc,184.5,In Transit,3,2022-02
Shp000653,Ord000653,2023-05-27,2023-05-30,Delhivery,455.05,In Transit,3,2023-05
Shp000654,Ord000654,2022-04-13,2022-04-20,Dtdc,667.0,Delivered,7,2022-04
Shp000655,Ord000655,2024-01-21,2024-01-28,Xpressbees,55.54,Returned To Origin,7,2024-01
Shp000656,Ord000656,2023-04-03,2023-04-04,Fedex,656.66,Delayed,1,2023-04
Shp000657,Ord000657,2022-01-11,2022-01-16,Indiapost,52.59,In Transit,5,2022-01
Shp000659,Ord000659,2023-06-09,2023-06-13,Bluedart,853.24,Delivered,4,2023-06
Shp000660,Ord000660,2023-09-25,2023-09-28,Dtdc,400.21,Delayed,3,2023-09
Shp000661,Ord000661,2024-07-19,2024-07-23,Bluedart,898.35,In Transit,4,2024-07
Shp000662,Ord000662,2022-02-20,2022-02-23,Fedex,304.39,Delivered,3,2022-02
Shp000664,Ord000664,2022-12-22,2022-12-26,Delhivery,653.98,Lost,4,2022-12
Shp000665,Ord000665,2023-08-24,2023-08-26,Indiapost,86.03,Lost,2,2023-08
Shp000666,Ord000666,2024-03-20,2024-03-22,Delhivery,452.27,Lost,2,2024-03
Shp000667,Ord000667,2023-07-13,2023-07-17,Fedex,493.5,In Transit,4,2023-07
Shp000669,Ord000669,2022-01-14,2022-01-24,Fedex,240.31,Delayed,10,2022-01
Shp000670,Ord000670,2023-02-07,2023-02-10,Xpressbees,58.1,Lost,3,2023-02
Shp000671,Ord000671,2022-12-10,2022-12-18,Dtdc,339.36,In Transit,8,2022-12
Shp000672,Ord000672,2024-04-03,2024-04-11,Delhivery,522.21,In Transit,8,2024-04
Shp000673,Ord000673,2023-01-26,2023-01-29,Indiapost,252.16,In Transit,3,2023-01
Shp000674,Ord000674,2024-08-19,2024-08-22,Delhivery,562.95,Returned To Origin,3,2024-08
Shp000675,Ord000675,2024-07-10,2024-07-17,Ekart,213.85,Delivered,7,2024-07
Shp000676,Ord000676,2022-10-09,2022-10-13,Indiapost,103.56,Returned To Origin,4,2022-10
Shp000677,Ord000677,2024-12-10,2024-12-12,Delhivery,430.82,Lost,2,2024-12
Shp000679,Ord000679,2023-04-30,2023-05-03,Dtdc,381.93,Lost,3,2023-04
Shp000680,Ord000680,2023-09-22,2023-09-25,Delhivery,,In Transit,3,2023-09
Shp000682,Ord000682,2024-09-15,2024-09-25,Fedex,558.42,Delivered,10,2024-09
Shp000684,Ord000684,2023-10-10,2023-10-13,Fedex,385.0,Delivered,3,2023-10
Shp000685,Ord000685,2024-01-26,2024-01-28,Indiapost,323.15,Delayed,2,2024-01
Shp000686,Ord000686,2024-09-13,2024-09-19,Fedex,131.14,Delivered,6,2024-09
